ian;mo;jo;jul;Sdepth(n);tminrec(n);tmaxrec(n);preciprec(n);lai(n);masec(n);mafruit;HR(1);HR(2);HR(3);HR(4);HR(5);resmes;drain;esol;et;zrac;tcult;AZnit(1);AZnit(2);AZnit(3);AZnit(4);AZnit(5);Qles;QNplante;azomes;inn;chargefruit;AZamm(1);AZamm(2);AZamm(3);AZamm(4);AZamm(5);CNgrain;concNO3les;drat;fapar;hauteur;Hmax;humidite;LRACH(1);LRACH(2);LRACH(3);LRACH(4);LRACH(5);mafrais;pdsfruitfrais;Qdrain;rnet;tmin(n);tmax(n);precip;TS(1);TS(2);TS(3)
2009; 9;20;263;     0.00000;     4.00000;    18.50000;     0.00000;     0.00000;     0.00000;     0.00000;    11.37621;    15.61318;    14.99892;    16.00001;     0.00000;   254.68289;     0.00000;     2.13799;     2.13799;     0.00000;    11.25000;     8.43798;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    16.43799;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.85508;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     6.56156;     4.00000;    18.50000;     0.00000;    12.60403;    13.39521;    13.51669
2009; 9;21;264;     0.00000;     7.00000;    23.50000;     0.00000;     0.00000;     0.00000;     0.00000;    10.74789;    15.61318;    14.99892;    16.00001;     0.00000;   252.64087;     0.00000;     2.04204;     2.04204;     0.00000;    15.25000;     8.62043;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    16.62045;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.76157;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     7.05595;     7.00000;    23.50000;     0.00000;    14.09572;    13.42126;    13.31770
2009; 9;22;265;     0.00000;     6.00000;    19.50000;     3.90000;     0.00000;     0.00000;     0.00000;    11.64065;    15.58695;    14.99885;    16.00001;     0.00000;   255.46848;     0.00000;     1.07241;     1.07241;     0.00000;    13.89381;     8.89630;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    16.89632;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.86297;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     7.81529;     6.00000;    19.50000;     3.90000;    13.65948;    13.52257;    13.50154
2009; 9;23;266;     0.00000;    16.00000;    20.00000;    19.80000;     0.00000;     0.00000;     0.00000;    17.36289;    15.56307;    14.99878;    16.00001;     0.00000;   273.99844;     0.00000;     1.27000;     1.27000;     0.00000;    18.00000;     9.50516;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    17.50519;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.95570;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     5.15607;    16.00000;    20.00000;    19.80000;    15.35320;    13.80665;    13.56918
2009; 9;24;267;     0.00000;     6.00000;    17.50000;     0.10000;     0.00000;     0.00000;     0.00000;    16.74265;    15.53825;    14.99871;    16.00001;     0.00000;   271.91275;     0.00000;     2.18571;     2.18571;     0.00000;    11.75000;     9.97495;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    17.97498;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.81405;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     6.68092;     6.00000;    17.50000;     0.10000;    13.07556;    13.85009;    13.96902
2009; 9;25;268;     0.00000;     6.00000;    11.50000;     0.00000;     0.00000;     0.00000;     0.00000;    16.25693;    15.51877;    14.99865;    16.00001;     0.00000;   270.27924;     0.00000;     1.63347;     1.63347;     0.00000;     8.75000;    10.31528;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    18.31531;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.80126;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     4.37457;     6.00000;    11.50000;     0.00000;    11.72268;    13.45965;    13.72636
2009; 9;26;269;     0.00000;    -2.00000;    16.00000;     0.00000;     0.00000;     0.00000;     0.00000;    15.80115;    15.49969;    14.99859;    16.00001;     0.00000;   268.74423;     0.00000;     1.53503;     1.53503;     0.00000;     7.00616;    10.59962;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    18.59965;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.75606;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     6.91142;    -2.00000;    16.00000;     0.00000;    10.71607;    12.88380;    13.21666
2009; 9;27;270;     0.00000;     8.00000;    14.00000;    13.50000;     0.00000;     0.00000;     0.00000;    19.62029;    15.48509;    14.99855;    16.00001;     0.00000;   281.11530;     0.00000;     1.12893;     1.12893;     3.00000;    11.00000;    11.11543;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    19.11546;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.89962;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     5.12331;     8.00000;    14.00000;    13.50000;    11.96966;    12.53624;    12.62324
2009; 9;28;271;     0.00000;    12.00000;    17.00000;    33.50000;     0.00000;     0.00000;     0.00000;    19.99999;    20.00000;    18.06851;    16.00001;     0.00000;   313.41098;     0.00000;     1.20444;     1.20444;     3.00000;    14.50000;     7.48566;     5.92143;     5.72672;     1.00000;     0.00000;     0.00000;     0.00000;    20.13385;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.93535;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     4.91883;    12.00000;    17.00000;    33.50000;    13.29640;    12.59312;    12.48514
2009; 9;29;272;     0.00000;     9.00000;    16.50000;     9.40000;     0.00000;     0.00000;     0.00000;    19.99999;    20.00000;    19.44473;    16.00001;     0.00000;   321.66827;     0.00000;     1.14271;     1.14271;     3.00000;    12.75000;     6.89668;     6.27872;     6.55725;     1.00000;     0.00000;     0.00000;     0.00000;    20.73268;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.88316;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     5.59504;     9.00000;    16.50000;     9.40000;    12.70491;    12.67856;    12.67451
